"Ectopocynus,"Ectopocynus intermedius",25.615000000000002,25.615000000000002
"Urocyon,"Urocyon galushai",3.35,3.35
"Metatomarctus","Metatomarctus",14.1815,14.1815
"Canis,"Canis latrans",0.00585,3.35
"Carpocyon","Carpocyon",14.1815,14.785
"Leptocyon,"Leptocyon vafer",11.95,14.785
"Protepicyon,"Protepicyon raki",14.785,14.785
"Caedocyon,"Caedocyon tedfordi",25.615000000000002,25.615000000000002
"Chrysocyon,"Chrysocyon brachyurus",1.294,1.6845
"Mesocyon,"Mesocyon temnodon",22.615000000000002,33.599999999999994
"Osbornodon,"Osbornodon scitulus",18.2,18.2
"Enhydrocyon","Enhydrocyon",25.55,32.05
"Vulpes,"Vulpes cascadensis",0.06885,0.06885
"Cynarctoides,"Cynarctoides acridens",14.785,25.615000000000002
"Aelurodon,"Aelurodon mcgrewi",14.1815,14.785
"Vulpes,"Vulpes vulpes macroura",0.06885,0.06885
"Lycaon","Lycaon",0.4535,3.0940000000000003
"Cynodesmus,"Cynodesmus thooides",25.615000000000002,32.05
"Hesperocyon,"Hesperocyon coloradensis",33.599999999999994,33.599999999999994
"Leptocyon,"Leptocyon vulpinus",18.2,25.615000000000002
"Epicyon,"Epicyon haydeni",7.6000000000000005,18.2
"Desmocyon,"Desmocyon matthewi",18.2,18.2
"Borophagus,"Borophagus hilli",3.35,14.1815
"Vulpes,"Vulpes kernensis",11.95,11.95
"Osbornodon,"Osbornodon sesnoni",25.615000000000002,32.05
"Vulpes,"Vulpes mathisoni",4.4665,4.4665
"Phlaocyon,"Phlaocyon annectens",22.615000000000002,22.615000000000002
"Desmocyon,"Desmocyon thomsoni",14.1815,25.615000000000002
"Cuon,"Cuon alpinus",0.06885,1.29985
"Phlaocyon,"Phlaocyon yatkolai",18.2,18.2
"Dusicyon","Dusicyon",0.00585,1.29985
"Hesperocyon","Hesperocyon",25.615000000000002,43.3
"Osbornodon,"Osbornodon brachypus",18.2,22.615000000000002
"Urocyon","Urocyon",0.06885,11.95
"Cerdocyon,"Cerdocyon avius",3.35,3.9605
"Cormocyon","Cormocyon",28.55,28.55
"Enhydrocyon,"Enhydrocyon crassidens",22.615000000000002,28.55
"Urocyon,"Urocyon citrinus",3.35,3.35
"Leptocyon,"Leptocyon gregorii",22.615000000000002,22.615000000000002
"Cynotherium,"Cynotherium sardous",0.06885,1.80585
"Phlaocyon,"Phlaocyon mariae",18.2,18.2
"Caninae","Caninae",0.06885,25.55
"Borophagus,"Borophagus secundus",7.6000000000000005,14.1815
"Phlaocyon,"Phlaocyon taylori",25.615000000000002,27.8
"Epicyon,"Epicyon saevus",7.6000000000000005,14.785
"Chailicyon,"Chailicyon crassidens",42.900000000000006,42.900000000000006
"Cynarctoides,"Cynarctoides luskensis",22.615000000000002,25.615000000000002
"Canis,"Canis proplatensis",1.6845,1.6845
"Cynodesmus,"Cynodesmus martini",25.615000000000002,25.615000000000002
"Urocyon,"Urocyon minicephalus",1.05,1.05
"Metalopex,"Metalopex bakeri",7.6000000000000005,7.6000000000000005
"Osbornodon,"Osbornodon wangi",25.615000000000002,25.615000000000002
"Paraenhydrocyon,"Paraenhydrocyon robustus",22.615000000000002,22.615000000000002
"Urocyon,"Urocyon progressus",3.35,3.35
"Archaeocyon,"Archaeocyon falkenbachi",25.615000000000002,25.615000000000002
"Borophagus,"Borophagus littoralis",11.95,14.1815
"Leptocyon,"Leptocyon matthewi",9.25,11.95
"Borophagus,"Borophagus dudleyi",4.4665,4.4665
"Archaeocyon,"Archaeocyon leptodus",25.615000000000002,32.05
"Aelurodon,"Aelurodon taxoides",7.6000000000000005,14.1815
